equipes,no_cidade,lat,long
"13","Porto Barreiro","-25.545185638387","-52.4047867627126"
"6","Porto Rico","-22.7783515586479","-53.2679681115051"
"9","Porto Vitória","-26.1634752041939","-51.2366947363773"
"6","Prado Ferreira","-23.0339140302722","-51.4432261434374"
"16","Pranchita","-26.0156642887295","-53.742622639593"
"7","Presidente Castelo Branco","-23.2815496047308","-52.157726252669"
"22","Primeiro de Maio","-22.8525332550873","-51.0277519969787"
"38","Prudentópolis","-25.2160205","-50.983575090629"
"11","Quarto Centenário","-24.2790209177585","-53.0752885848612"
"12","Quatiguá","-23.5641609208326","-49.9152641614705"
"45","Quatro Barras","-25.3737448472333","-49.0851888348275"
"6","Quatro Pontes","-24.5732085847918","-53.9726991274636"
"47","Quedas do Iguaçu","-25.4567808508294","-52.9098324023127"
"0","Querência do Norte","-23.0865285793462","-53.4870407060353"
"8","Quinta do Sol","-23.8438884262315","-52.1351287636401"
"38","Quitandinha","-25.8683083492792","-49.4966829869198"
"10","Ramilândia","-25.1189865236098","-54.0272370317876"
"7","Rancho Alegre","-23.0757149210335","-50.9163921629723"
"5","Rancho Alegre D'Oeste","-24.3090100123643","-52.9511258398344"
"23","Realeza","-25.762579950614","-53.532574359025"
"35","Rebouças","-25.6263927557656","-50.6812544333183"
"17","Renascença","-26.1562209295429","-52.9721620116988"
"63","Reserva","-24.651648","-50.8505958054306"
"11","Reserva do Iguaçu","-25.8309580360474","-52.0287624631417"
"12","Ribeirão Claro","-23.1962854621858","-49.7563505190838"
"13","Ribeirão do Pinhal","-23.4082575022835","-50.3580609524608"
"29","Rio Azul","-25.7161131774977","-50.7871729819706"
"9","Rio Bom","-23.7620982802826","-51.4153647878351"
"41","Rio Bonito do Iguaçu","-25.4869088092077","-52.5268897829593"
"10","Rio Branco do Ivaí","-24.3202776012942","-51.3120655882648"
"13","Rio Branco do Sul","-25.190165351554","-49.3167138827683"
"44","Rio Negro","-26.10040797","-49.7976853768382"
"72","Rolândia","-23.313592485","-51.3627803563625"
"26","Roncador","-24.5951071879967","-52.2760525503737"
"14","Rondon","-23.4126599793783","-52.7624923118905"
"15","Rosário do Ivaí","-24.2535525559056","-51.2499448251477"
"14","Sabáudia","-23.3183956216473","-51.5567020218746"
"12","Salgado Filho","-26.1704605186519","-53.3621154225924"
"11","Salto do Itararé","-23.6057567382241","-49.630750093362"
"32","Salto do Lontra","-25.7767652429306","-53.314935101821"
"4","Santa Amélia","-23.2681573189206","-50.4234587703804"
"10","Santa Cecília do Pavão","-23.5128957120937","-50.7828651430903"
"18","Santa Cruz de Monte Castelo","-22.9585816078018","-53.2973064204957"
"10","Santa Fé","-23.0361147581787","-51.8063020531831"
"22","Santa Helena","-24.8570958306367","-54.3364531522835"
"3","Santa Inês","-22.6387065306371","-51.902768382784"
"20","Santa Isabel do Ivaí","-23.001088809404","-53.1959475093714"
"26","Santa Izabel do Oeste","-25.8143812184214","-53.4836175358081"
"7","Santa Lúcia","-25.4113199197696","-53.5711436726035"
"26","Santa Maria do Oeste","-24.9341839968829","-51.8677097950836"
"16","Santa Mariana","-23.1464274393077","-50.5210713512026"
"8","Santa Mônica","-23.1054239387676","-53.1112728730423"
"12","Santana do Itararé","-23.7531325857099","-49.6331966315172"
"16","Santa Tereza do Oeste","-25.058721900954","-53.6272357310511"
"34","Santa Terezinha de Itaipu","-25.4421605134166","-54.3995187311272"
"40","Santo Antônio da Platina","-23.2970488330377","-50.0773459027437"
"7","Santo Antônio do Caiuá","-22.7339747691581","-52.3446578437543"
"7","Santo Antônio do Paraíso","-23.4947194367769","-50.6468281629708"
"37","Santo Antônio do Sudoeste","-26.0749754785584","-53.7230834338629"
"8","Santo Inácio","-22.7000685756213","-51.7952999014099"
"6","São Carlos do Ivaí","-23.3088474513599","-52.4771145893703"
"23","São Jerônimo da Serra","-23.723403403633","-50.7384804270196"
"20","São João","-25.8246629361444","-52.7294732188134"
"15","São João do Caiuá","-22.8544043257962","-52.3397510425866"
"30","São João do Ivaí","-23.9930894814883","-51.8202792051938"
"27","São João do Triunfo","-25.6918750639246","-50.3080640619123"
"23","São Jorge d'Oeste","-25.714948099592","-52.9201031661411"
"8","São Jorge do Ivaí","-23.4354578614103","-52.2943419624335"
"12","São Jorge do Patrocínio","-23.7582479652566","-53.8833305620972"
"17","São José da Boa Vista","-23.915465975535","-49.6511522910825"
"4","São José das Palmeiras","-24.8340818673691","-54.0599182790456"
"179","São José dos Pinhais","-25.537702","-49.2000824656673"
"5","São Manoel do Paraná","-23.3961302642141","-52.6470195624171"
"23","São Mateus do Sul","-25.869599505","-50.3906242547046"
"56","São Miguel do Iguaçu","-25.3488942672582","-54.242120554007"
"5","São Pedro do Iguaçu","-24.9309309248552","-53.8598616786826"
"23","São Pedro do Ivaí","-23.8678134422696","-51.8569627582888"
"6","São Pedro do Paraná","-22.8251294492252","-53.2229371404628"
"21","São Sebastião da Amoreira","-23.4606458610133","-50.7624009771172"
"11","São Tomé","-23.5355113617934","-52.5924836675634"
"15","Sapopema","-23.9072874610034","-50.579646631054"
"32","Sarandi","-23.44317201","-51.873682036247"
"12","Saudade do Iguaçu","-25.6936611646413","-52.6143393739758"
"24","Sengés","-24.1168102194296","-49.4730192945961"
"13","Serranópolis do Iguaçu","-25.3798841827825","-54.0583765839748"
"12","Sertaneja","-23.0369370349393","-50.817102299645"
"30","Sertanópolis","-23.058481975559","-51.0422435334555"
"27","Siqueira Campos","-23.6877083827751","-49.8314969707685"
"9","Sulina","-25.6996322445225","-52.7165965203627"
"25","Tamarana","-23.7151771915552","-51.0985602004511"
"10","Tamboara","-23.2018206530944","-52.5006292917574"
"12","Tapejara","-23.7324791909303","-52.86411318399"
"14","Tapira","-23.3171088650565","-53.0753253067345"
"11","Teixeira Soares","-25.3800492077089","-50.4656469824185"
"106","Telêmaco Borba","-24.32868597","-50.6231227231312"
"32","Terra Boa","-23.7668332665984","-52.4621421588906"
"30","Terra Rica","-22.7243649693344","-52.6246705735779"
"16","Terra Roxa","-24.1674835260599","-54.0985136359671"
"44","Tibagi","-24.5132880678495","-50.4114701228325"
"28","Tijucas do Sul","-25.9201804801752","-49.1822439412764"
"109","Toledo","-24.732077","-53.7414114911568"
"22","Tomazina","-23.7790448563942","-49.9551515410795"
"21","Três Barras do Paraná","-25.4194083194783","-53.1874988005459"
"13","Tunas do Paraná","-24.9723811901187","-49.0860587993651"
"20","Tuneiras do Oeste","-23.8640306292838","-52.8745678467236"
"0","Tupãssi","-24.5798134088754","-53.5144953148303"
"32","Turvo","-25.0401268031015","-51.5327643273371"
"41","Ubiratã","-24.5410348849921","-52.9945060158455"
"118","Umuarama","-23.76395","-53.3084598047956"
"46","União da Vitória","-26.2284345","-51.0906095229867"
"5","Uniflor","-23.0860486572457","-52.1600108240347"
"14","Uraí","-23.2001591025263","-50.7973651802287"
"45","Wenceslau Braz","-23.8704228528497","-49.80298478237"
"21","Ventania","-24.2441658559638","-50.2476172237288"
"19","Vera Cruz do Oeste","-25.0631701890109","-53.8800300706254"
"20","Verê","-25.8806316035548","-52.9085930798312"
"7","Alto Paraíso","-23.5081307379287","-53.7328931507692"
"14","Doutor Ulysses","-24.5678364522416","-49.4197717989297"
"11","Virmond","-25.3787659851252","-52.2025433047369"
"12","Vitorino","-26.2643442873668","-52.7770814458027"
"0","Xambrê","-23.7383943961389","-53.4869406945526"
"7","Abdon Batista","-27.6089871233363","-51.0252722110367"
"40","Abelardo Luz","-26.5630310224445","-52.3364823833236"
"24","Agrolândia","-27.4005165879985","-49.8256533877284"
"12","Agronômica","-27.2697161071454","-49.7183688907554"
"16","Água Doce","-27.0040916588601","-51.5590965552946"
"14","Águas de Chapecó","-27.0762129124757","-52.9872510056855"
"7","Águas Frias","-26.8802275430245","-52.8594194493505"
"13","Águas Mornas","-27.7065971917497","-48.8405384028278"
"22","Alfredo Wagner","-27.7053963320373","-49.3438123011528"
"5","Alto Bela Vista","-27.4311378753286","-51.9110368540592"
"13","Anchieta","-26.5356808606572","-53.333270177229"
"15","Angelina","-27.582257352064","-48.9834760642253"
"14","Anita Garibaldi","-27.6837772900553","-51.1311938712633"
"8","Anitápolis","-27.909886897333","-49.1315993662195"
"18","Antônio Carlos","-27.5133710516314","-48.7649600267552"
"18","Apiúna","-27.0418125981249","-49.3916376287528"
"10","Arabutã","-27.1574036959428","-52.1485992606982"
"32","Araquari","-26.3759515540741","-48.6927074119294"
"99","Araranguá","-28.9357520142005","-49.480966523633"
"19","Armazém","-28.2587054679168","-49.0129110847739"
"8","Arroio Trinta","-26.9325648566809","-51.3341239238805"
"6","Arvoredo","-27.0735335581574","-52.4577888411625"
"14","Ascurra","-26.9547758424939","-49.3863634278063"
"8","Atalanta","-27.4205360018406","-49.7794566741424"
"13","Aurora","-27.2990294946103","-49.6436279074818"
"21","Balneário Arroio do Silva","-28.9804024547592","-49.405702799137"
"79","Balneário Camboriú","-26.9918186052546","-48.6346174770265"
"15","Balneário Barra do Sul","-26.4564295671176","-48.6066458760074"
"19","Balneário Gaivota","-29.1645212685343","-49.5908937823551"
"8","Bandeirante","-26.7689379013243","-53.64104958659"
"5","Barra Bonita","-26.6522935998562","-53.4413025406044"
"40","Barra Velha","-26.6343614082893","-48.683864274324"
"15","Bela Vista do Toldo","-26.276228278338","-50.4647882384698"
"6","Belmonte","-26.8445863474827","-53.5809772314809"
"24","Benedito Novo","-26.7775075690011","-49.3644027494089"
"90","Biguaçu","-27.49432274347","-48.6544889289506"
"225","Blumenau","-26.9161077053067","-49.0576308843612"
"8","Bocaina do Sul","-27.7431983069377","-49.9458979108069"
"26","Bombinhas","-27.144254699332","-48.5213451348448"
"11","Bom Jardim da Serra","-28.3379471909764","-49.6249777453381"
"6","Bom Jesus","-26.735923435578","-52.3930159598261"
"5","Bom Jesus do Oeste","-26.6918115545937","-53.0953502802337"
"20","Bom Retiro","-27.7986710014261","-49.4898337660812"
"8","Botuverá","-27.2021068611648","-49.0784843619278"
"53","Braço do Norte","-28.2800388673435","-49.1645477089486"
"8","Braço do Trombudo","-27.3642513451248","-49.8909079359513"
"9","Brunópolis","-27.3183621508239","-50.8359207719506"
"118","Brusque","-27.0983102262106","-48.9151630055153"
"76","Caçador","-26.7753476727181","-51.0190347589981"
"17","Caibi","-27.073053932558","-53.2505271955837"
"9","Calmon","-26.6046771770733","-51.0966349045981"
"81","Camboriú","-27.0264564992356","-48.6499958521005"
"7","Capão Alto","-27.9416852818149","-50.5114792925864"
"15","Campo Alegre","-26.1906592824645","-49.2633444820536"
"19","Campo Belo do Sul","-27.8966573872665","-50.7619937519385"
"23","Campo Erê","-26.3945511410056","-53.0901551703376"
"58","Campos Novos","-27.3990529792285","-51.2236729932379"
"22","Canelinha","-27.2724147946086","-48.7892731276779"
"35","Canoinhas","-26.1788070142524","-50.3978487118933"
"19","Capinzal","-27.344278464216","-51.6113627551759"
"37","Capivari de Baixo","-28.449045511825","-48.9605750680941"
"20","Catanduvas","-27.0720352215709","-51.6589480985776"
"12","Caxambu do Sul","-27.1612817848637","-52.8804748928922"
"7","Celso Ramos","-27.6347386053699","-51.3359938247645"
"10","Cerro Negro","-27.7958280677384","-50.8700622646788"
"7","Chapadão do Lageado","-27.585298251201","-49.5443259548905"
"280","Chapecó","-27.1068370215332","-52.6170311134137"
"38","Cocal do Sul","-28.6030228652773","-49.3271287199039"
"70","Concórdia","-27.2336587800538","-52.0239710697483"
"7","Cordilheira Alta","-26.9850812923251","-52.6032512708199"
"16","Coronel Freitas","-26.903251411811","-52.7091514565173"
"6","Coronel Martins","-26.5116375952923","-52.6696992888121"
"23","Corupá","-26.4319663158101","-49.2267370000436"
"20","Correia Pinto","-27.5848083449709","-50.363760554615"
"244","Criciúma","-28.6735722526746","-49.3659395588222"
"0","Cunha Porã","-26.8917270824506","-53.1738455719665"
"5","Cunhataí","-26.9731396983276","-53.0932904925904"
"59","Curitibanos","-27.2829825064662","-50.5826010352621"
"22","Descanso","-26.8178702209916","-53.5046288706139"
"35","Dionísio Cerqueira","-26.2664885336603","-53.6313951228272"
"9","Dona Emma","-26.9863006137374","-49.7168977450524"
"8","Doutor Pedrinho","-26.7204609555414","-49.4792933619333"
"8","Entre Rios","-26.7236210952911","-52.562533967831"
"0","Ermo","-28.9850817922511","-49.6434049775486"
"9","Erval Velho","-27.2738954846383","-51.4434329044499"
"29","Faxinal dos Guedes","-26.859786721352","-52.2714153987085"
"4","Flor do Sertão","-26.7794323287604","-53.3448914354815"
"423","Florianópolis","-27.5877955485499","-48.5476373781933"
"6","Formosa do Sul","-26.6485233782536","-52.7934500252738"
"50","Forquilhinha","-28.7424153508779","-49.4688610533615"
"55","Fraiburgo","-27.023446962706","-50.9250792352346"
"8","Frei Rogério","-27.1747514992324","-50.8064082491164"
"8","Galvão","-26.4554762383807","-52.682002075558"
"36","Garopaba","-28.0208959348259","-48.6125566828538"
"31","Garuva","-26.0220755061165","-48.8498418594081"
"94","Gaspar","-26.9183685142377","-48.9677065681263"
"32","Governador Celso Ramos","-27.318645907505","-48.5781665645095"
"16","Grão Pará","-28.1839865262373","-49.2199960405178"
"24","Gravatal","-28.3291307178425","-49.0394702581618"
"36","Guabiruba","-27.0603252392512","-48.9835604480228"
"27","Guaraciaba","-26.6003475707552","-53.5220897181838"
"30","Guaramirim","-26.47444512832","-48.9921042659495"
"12","Guarujá do Sul","-26.3849206040319","-53.5254451083141"
"12","Guatambú","-27.1369108659036","-52.7838401342671"
"28","Herval d'Oeste","-27.1703031847072","-51.4962153102599"
"5","Ibiam","-27.1805834764113","-51.2394276982807"
"7","Ibicaré","-27.091549016055","-51.3684502619661"
"39","Ibirama","-27.0535408849138","-49.5220277592255"
"111","Içara","-28.7070840092045","-49.3008225783231"
"17","Ilhota","-26.9046251832167","-48.8250140063896"
"28","Imaruí","-28.3438499095259","-48.8146717195152"
"97","Imbituba","-28.2399511140131","-48.6692841969227"
"13","Imbuia","-27.4946042536369","-49.4277293449918"
"39","Indaial","-26.9062559992379","-49.2401404600146"
"7","Iomerê","-27.0010780507867","-51.2406190978758"
"13","Ipira","-27.4097088482285","-51.7708536189115"
"21","Iporã do Oeste","-26.9960166793445","-53.5395118843069"
"12","Ipuaçu","-26.6325600976817","-52.454296911798"
"16","Ipumirim","-27.0683263637725","-52.1405408667672"
"0","Iraceminha","-26.8240650315756","-53.2760577940404"
"24","Irani","-27.0161866891159","-51.9041079240294"
"6","Irati","-26.6572269448","-52.8950113563078"
"19","Irineópolis","-26.2366129371023","-50.8039000498131"
"17","Itá","-27.2817787174759","-52.3291825163271"
"33","Itaiópolis","-26.3371264112188","-49.9087562022231"
"306","Itajaí","-26.9074262397994","-48.6570232083488"
"57","Itapema","-27.0959378836856","-48.6173993861423"
"39","Itapiranga","-27.1753750894904","-53.7148020649025"
"35","Itapoá","-26.0060478870145","-48.6041676070775"
"48","Ituporanga","-27.4148584906674","-49.6034147011329"
"10","Jaborá","-27.1728530868747","-51.7433538390133"
"27","Jacinto Machado","-29.0014186138235","-49.761768656406"
"38","Jaguaruna","-28.6249636892194","-49.0491289860852"
"108","Jaraguá do Sul","-26.4904843494135","-49.0762988228022"
"5","Jardinópolis","-26.720569403503","-52.8588992560494"
"43","Joaçaba","-27.1739445292328","-51.5066897333377"
"484","Joinville","-26.304517648654","-48.849409143238"
"12","José Boiteux","-26.9546826165688","-49.6238066864874"
"5","Jupiá","-26.3937028180289","-52.7343805407579"
"5","Lacerdópolis","-27.2646000912218","-51.5628663690798"
"262","Lages","-27.8172594631137","-50.3302224241895"
"85","Laguna","-28.4835859539119","-48.7813886217994"
"4","Lajeado Grande","-26.8609423456111","-52.5660348495432"
"11","Laurentino","-27.2123881016018","-49.7552636609799"
"34","Lauro Muller","-28.3935851652628","-49.3943072672474"
"11","Lebon Régis","-26.92911401117","-50.6918278644481"
"10","Leoberto Leal","-27.5063895156567","-49.2894014989799"
"10","Lindóia do Sul","-27.0474644814817","-52.0809226441985"
"24","Lontras","-27.1574865637255","-49.5448293546842"
"26","Luiz Alves","-26.7211107866955","-48.9260467722994"
"0","Luzerna","-27.129896069211","-51.4679460432033"
"5","Macieira","-26.8552123885479","-51.3761219769561"
"118","Mafra","-26.1152284942536","-49.8010375282692"
"8","Major Gercino","-27.4186604134205","-48.9533539588878"
"19","Major Vieira","-26.357526536006","-50.3329868433168"
"8","Maracajá","-28.8503146069745","-49.4543763245932"
"51","Maravilha","-26.7616239472618","-53.174818815895"
"7","Marema","-26.8004219087544","-52.6271354100559"
"35","Massaranduba","-26.5954580146676","-48.9887446627143"
"10","Matos Costa","-26.4741154352024","-51.1574514436101"
"18","Meleiro","-28.8324458208608","-49.6298493602248"
"6","Mirim Doce","-27.2012050831375","-50.0685637123754"
"0","Modelo","-26.7780420756961","-53.0535007992379"
"26","Mondaí","-27.1036116941033","-53.3986840279187"
"24","Monte Carlo","-27.217678802079","-50.9741046780325"
"21","Monte Castelo","-26.4563624721632","-50.2262714328843"
"27","Morro da Fumaça","-28.6547878430396","-49.2132565084377"
"6","Morro Grande","-28.7997195366586","-49.7187999838417"
"60","Navegantes","-26.8974391192711","-48.6491829025091"
"7","Nova Erechim","-26.9012733980818","-52.9112866654386"
"12","Nova Itaberaba","-26.9428898836362","-52.81124405489"
"30","Nova Trento","-27.2877711667855","-48.9257954329345"
"34","Nova Veneza","-28.6382326023009","-49.5031235817322"
"6","Novo Horizonte","-26.4461719902068","-52.8340333904853"
"50","Orleans","-28.3604689662855","-49.2914262911017"
"38","Otacílio Costa","-27.5038461750082","-50.1123146891291"
"7","Ouro","-27.3424881724357","-51.620562178214"
"7","Ouro Verde","-26.6959944195778","-52.3100192014426"
"5","Paial","-27.2551577941135","-52.5010887492735"
"5","Painel","-27.9145181854277","-50.1130097409793"
"195","Palhoça","-27.6470436836907","-48.6702879187122"
"20","Palma Sola","-26.3465081338034","-53.2799772512092"
"6","Palmeira","-27.5822620704524","-50.1590014055927"
"31","Palmitos","-27.0702505491681","-53.1622672928949"
"42","Papanduva","-26.3939830707765","-50.1632041973224"
"12","Paraíso","-26.6152629707928","-53.6753141316767"
"16","Passo de Torres","-29.3234599051043","-49.725145272462"
"16","Passos Maia","-26.780889147192","-52.061723800427"
"5","Paulo Lopes","-27.9498162325869","-48.6814954135887"
"12","Pedras Grandes","-28.4372176497457","-49.186487547356"
"45","Penha","-26.7688610927432","-48.6475729112698"
"7","Peritiba","-27.3773092814998","-51.9098146670515"
"24","Pescaria Brava","-28.3867101431554","-48.8660013476511"
"13","Petrolândia","-27.5281268330003","-49.6948686231007"
"42","Balneário Piçarras","-26.7691705385028","-48.6750513539987"
"42","Pinhalzinho","-26.8488143342201","-52.9822532451308"
"7","Pinheiro Preto","-27.0451346160511","-51.2305364835274"
"13","Piratuba","-27.4159535517176","-51.7586498276128"
"6","Planalto Alegre","-27.0694597760793","-52.8673520307871"
"64","Pomerode","-26.7448263965018","-49.1741975274002"
"13","Ponte Alta","-27.4677840727922","-50.3771006508207"
"7","Ponte Alta do Norte","-27.1690291828981","-50.4654042677657"
"22","Ponte Serrada","-26.8749128276431","-52.014537512533"
"27","Porto Belo","-27.1494662097186","-48.6027567395843"
"36","Porto União","-26.230004898086","-51.0816046335966"
"38","Pouso Redondo","-27.2510862782106","-49.9556521355194"
"18","Praia Grande","-29.1957763636174","-49.960591976336"
"4","Presidente Castello Branco","-27.2199421946146","-51.8113755382464"
"24","Presidente Getúlio","-27.0414082411233","-49.6220861691379"
"6","Presidente Nereu","-27.2873292141085","-49.4032927710887"
"6","Princesa","-26.4443352068206","-53.5981058756425"
"0","Quilombo","-26.7400555498141","-52.7276095700875"
"7","Rancho Queimado","-27.67720886411","-49.0084323799639"
"7","Rio das Antas","-26.8970674359054","-51.0760199431708"
"15","Rio do Campo","-26.9423084311285","-50.1395889130391"
"12","Rio do Oeste","-27.19116651801","-49.8028622167011"
"18","Rio dos Cedros","-26.7491298161626","-49.2723794435685"
"96","Rio do Sul","-27.2179032254388","-49.6432375290983"
"11","Rio Fortuna","-28.1325913886378","-49.105093802571"
"36","Rio Negrinho","-26.255325027927","-49.5172950755856"
"6","Rio Rufino","-27.863235479243","-49.7775918042695"
"13","Riqueza","-27.0675941645795","-53.3252862115099"
"28","Rodeio","-26.9435016683708","-49.3047072334635"
"15","Romelândia","-26.679463563118","-53.320158400046"
"19","Salete","-26.9752443334314","-50.0017307310962"
"11","Saltinho","-26.6085589195734","-53.058631248926"
"8","Salto Veloso","-26.9031646076917","-51.4052080779569"
"27","Sangão","-28.6332229229122","-49.1340298641987"
"15","Santa Cecília","-26.9569007446141","-50.4229016203404"
"6","Santa Helena","-26.9398439236402","-53.6199878739379"
"5","Santa Rosa de Lima","-28.0356055728432","-49.1250913029394"
"20","Santa Rosa do Sul","-29.1352882185643","-49.7176263735924"
"23","Santa Terezinha","-26.780982353953","-50.0055291871441"
"8","Santa Terezinha do Progresso","-26.6197755738664","-53.1998469616568"
"4","Santiago do Sul","-26.6348090908965","-52.6759494793469"
"37","Santo Amaro da Imperatriz","-27.6897477584618","-48.7802399213721"
"7","São Bernardino","-26.4732782462557","-52.9655387397374"
"85","São Bento do Sul","-26.2494854185392","-49.3869788951345"
"8","São Bonifácio","-27.8964966985261","-48.9293119585962"
"23","São Carlos","-27.0786350778961","-53.017394273321"
"10","São Cristovão do Sul","-27.2829466733988","-50.4346289330859"
"22","São Domingos","-26.5578303695186","-52.5372274685343"
"42","São Francisco do Sul","-26.244017884154","-48.6375707581745"
"14","São João do Oeste","-27.0974826254415","-53.5959666797443"
"33","São João Batista","-27.2958805567379","-48.8570042802461"
"8","São João do Itaperiú","-26.6174540463117","-48.7677653867626"
"18","São João do Sul","-29.2234797912484","-49.806571385692"
"38","São Joaquim","-28.2947124992119","-49.9367417605442"
"214","São José","-27.5903120772487","-48.6160227158664"
"35","São José do Cedro","-26.4560602968492","-53.5001241069131"
"0","São José do Cerrito","-27.6685865187534","-50.5813861763305"
"36","São Lourenço do Oeste","-26.3551901645503","-52.8513336669501"
"24","São Ludgero","-28.3268955250757","-49.1756843247193"
"8","São Martinho","-28.1644952896099","-48.9777862480356"
"5","São Miguel da Boa Vista","-26.694475145317","-53.2545563766802"
"75","São Miguel do Oeste","-26.7264271766606","-53.5188394061561"
"9","São Pedro de Alcântara","-27.5671700933901","-48.7876695873071"
"23","Saudades","-26.9197569510448","-52.9955697272511"
"26","Schroeder","-26.420975912627","-49.0732596915149"
"43","Seara","-27.1456976228746","-52.3028548279905"
"8","Serra Alta","-26.7247733740512","-53.0462763415455"
"33","Siderópolis","-28.5951024182344","-49.420540933003"
"51","Sombrio","-29.109132756826","-49.6342103641341"
"8","Sul Brasil","-26.736936209706","-52.9642047957299"
"44","Taió","-27.1179373002203","-50.0050964642724"
"19","Tangará","-27.1010111042276","-51.245914375254"
"5","Tigrinhos","-26.6894748377594","-53.1575419839148"
"60","Tijucas","-27.2394536072105","-48.6320705638696"
"13","Timbé do Sul","-28.8325174934794","-49.8441177627943"
"62","Timbó","-26.8229025749878","-49.2777122897971"
"20","Timbó Grande","-26.6178284910438","-50.6746741364894"
"46","Três Barras","-26.11409633676","-50.3054193679948"
"9","Treviso","-28.5184848579408","-49.455933378851"
"17","Treze de Maio","-28.558140037514","-49.1448153071747"
"14","Treze Tílias","-26.9985363058706","-51.4146746650895"
"13","Trombudo Central","-27.3030195290903","-49.792478234056"
"217","Tubarão","-28.4800339478501","-49.0052680770244"
"12","Tunápolis","-26.9722235914893","-53.641459736047"
"29","Turvo","-28.9247492173882","-49.6808657451159"
"8","União do Oeste","-26.7617370137475","-52.8514964564325"
"27","Urubici","-28.0045549120329","-49.5882056111042"
"6","Urupema","-27.9526858098159","-49.8732112423988"
"46","Urussanga","-28.5199662039211","-49.3191079185647"
"9","Vargeão","-26.8639833173705","-52.154105650118"
"9","Vargem","-27.4899701004296","-50.9781506256549"
"13","Vargem Bonita","-27.0032416045091","-51.7447401814046"
"16","Vidal Ramos","-27.395778698688","-49.3682191726114"
"35","Videira","-27.0061290679697","-51.1517052828326"
"14","Vitor Meireles","-26.8815776185781","-49.8307519609683"
"9","Witmarsum","-26.9267427233959","-49.8042033754401"
"45","Xanxerê","-26.8745844992385","-52.4046671389754"
"11","Xavantina","-27.0702501470745","-52.3428505099137"
"65","Xaxim","-26.9637194992368","-52.5349325183039"
"5","Zortéa","-27.4502514116818","-51.5495663068408"
"22","Balneário Rincão","-28.8042854842028","-49.2406727036035"
"11","Aceguá","-31.8640153042621","-54.1647315363634"
"10","Água Santa","-28.1750547485119","-52.0346327891623"
"4","Agudo","-29.6456633632496","-53.2586916877151"
"15","Ajuricaba","-28.2377290066892","-53.7728188899872"
"17","Alecrim","-27.6610744578016","-54.7670962217407"
"73","Alegrete","-29.7820432091244","-55.7958701453331"
"12","Alegria","-27.8372999563703","-54.0573664131385"
"5","Almirante Tamandaré do Sul","-28.1137262870376","-52.9137145496944"
"22","Alpestre","-27.2487687566901","-53.0373660485512"
"5","Alto Alegre","-28.7747455370691","-52.9907552806891"
"7","Alto Feliz","-29.3901391668447","-51.3158156678407"
"141","Alvorada","-29.9974930647423","-51.0777294542001"
"12","Amaral Ferrador","-30.8751476011694","-52.2512703969698"
"18","Ametista do Sul","-27.3564254737848","-53.1921772619969"
"3","André da Rocha","-28.6319772028818","-51.5737379712009"
"12","Anta Gorda","-28.9708843631015","-52.0158234394072"
"19","Antônio Prado","-28.8554376246298","-51.2835769243409"
"4","Arambaré","-30.9093455500118","-51.5013182505968"
"0","Araricá","-29.6172435929301","-50.9256766146808"
"13","Aratiba","-27.3944441288948","-52.3038319547884"
"25","Arroio do Meio","-29.3988907191368","-51.9474494916139"
"16","Arroio do Sal","-29.5929607439655","-49.932957517978"
"6","Arroio do Padre","-31.4406439930693","-52.4333015044095"
"18","Arroio dos Ratos","-30.0900131146765","-51.733806866458"
"25","Arroio do Tigre","-29.3358596133036","-53.0863955671764"
"17","Arroio Grande","-32.2363441256671","-53.0822483482181"
"16","Arvorezinha","-28.8730493916397","-52.1795119395293"
"14","Augusto Pestana","-28.5133519891142","-53.9894700807226"
"9","Áurea","-27.693786650391","-52.0541756691329"
"87","Bagé","-31.3305018415474","-54.10708328517"
"22","Balneário Pinhal","-30.2397509270339","-50.2367010760971"
"13","Barão","-29.3808640678082","-51.4975376808972"
"12","Barão de Cotegipe","-27.6170925671432","-52.3777503250275"
"4","Barão do Triunfo","-30.3904838547345","-51.7376694748388"
"11","Barracão","-27.6802298713897","-51.4601514583784"
"8","Barra do Guarita","-27.1880699614942","-53.7144126933058"
"9","Barra do Quaraí","-30.2110754079216","-57.5570603248122"
"9","Barra do Ribeiro","-30.2926754998868","-51.3008736006115"
"6","Barra do Rio Azul","-27.4087577154522","-52.4141049464501"
"6","Barra Funda","-27.9238258451753","-53.0362966696036"
"23","Barros Cassal","-29.0877043607384","-52.5877521245"
"5","Benjamin Constant do Sul","-27.5085835626575","-52.6022250047219"
"52","Bento Gonçalves","-29.1674019331912","-51.5155603063239"
"5","Boa Vista das Missões","-27.6661110350384","-53.312756393758"
"16","Boa Vista do Buricá","-27.6715669967825","-54.1094812552697"
"6","Boa Vista do Cadeado","-28.5774344754805","-53.8137346351149"
"6","Boa Vista do Incra","-28.8184880340187","-53.3887049606029"
"0","Boa Vista do Sul","-29.3501193714923","-51.6772718371373"
"19","Bom Jesus","-28.6705776756427","-50.4333492699802"
"22","Bom Princípio","-29.4944851149457","-51.355519097396"
"7","Bom Progresso","-27.5467742041554","-53.8667908856402"
"11","Bom Retiro do Sul","-29.6074226198573","-51.9438467659586"
"18","Boqueirão do Leão","-29.3051579179085","-52.4280502644718"
"19","Bossoroca","-28.7307243302239","-54.9098109252544"
"6","Bozano","-28.3662899401941","-53.7724021387641"
