equipes,no_cidade,lat,long
"6","São José dos Cordeiros","-7.39264269695838","-36.8027778195064"
"20","São Mamede","-6.93022837139016","-37.0948573852401"
"16","São Miguel de Taipu","-7.24923353038705","-35.2104513918797"
"26","São Sebastião de Lagoa de Roça","-7.10094595524403","-35.8664139115223"
"7","São Sebastião do Umbuzeiro","-8.15711875468474","-37.0084169780022"
"111","Sapé","-7.087111","-35.2304326165497"
"23","São Vicente do Seridó","-6.85690856317291","-36.4107641095568"
"31","Serra Branca","-7.4805025244756","-36.6556668629229"
"8","Serra da Raiz","-6.68551765005368","-35.4427388368849"
"7","Serra Grande","-7.21414775784028","-38.3748947870419"
"18","Serra Redonda","-7.18254942468272","-35.6742704972443"
"19","Serraria","-6.81708894284731","-35.6441425707571"
"11","Sertãozinho","-6.75079754596171","-35.4417507457045"
"17","Sobrado","-7.14457561363735","-35.2381954790313"
"75","Solânea","-6.7598975","-35.6561584077255"
"33","Soledade","-7.05874137777625","-36.3626648603769"
"8","Sossêgo","-6.76752752888267","-36.2482238788383"
"157","Sousa","-6.763378005","-38.2296050806011"
"36","Sumé","-7.67105361514705","-36.8802761457321"
"26","Tacima","-6.48891694245472","-35.6388366564942"
"38","Taperoá","-7.20953935099687","-36.8289985342817"
"30","Tavares","-7.63570844619416","-37.8785919324605"
"33","Teixeira","-7.22370290861475","-37.2515615776267"
"6","Tenório","-6.9382604029317","-36.6279998744085"
"23","Triunfo","-6.5768355073857","-38.598098331275"
"34","Uiraúna","-6.52492709513081","-38.4070270101528"
"24","Umbuzeiro","-7.69820632935524","-35.6714708228878"
"5","Várzea","-6.77080724678282","-36.9927210043315"
"13","Vieirópolis","-6.54571355168578","-38.2778434980653"
"5","Zabelê","-8.0768741972494","-37.0935519728886"
"125","Abreu e Lima","-7.90444899","-34.8991305847304"
"88","Afogados da Ingazeira","-7.74832758583151","-37.6376860181022"
"36","Afrânio","-8.51109128375517","-41.0057973410949"
"58","Agrestina","-8.455973","-35.94677683746"
"71","Água Preta","-8.70912255231174","-35.5185573511919"
"101","Águas Belas","-9.1145895","-37.1219571685606"
"30","Alagoinha","-8.46627052298468","-36.7754560083166"
"69","Aliança","-7.6047298084634","-35.228501497065"
"39","Altinho","-8.4895925","-36.0596997585832"
"47","Amaraji","-8.378487","-35.4507729209957"
"22","Angelim","-8.89037420790994","-36.2848143554983"
"30","Araçoiaba","-7.78564187251451","-35.0939665275381"
"187","Araripina","-7.5781415","-40.5024605749941"
"124","Arcoverde","-8.4239405","-37.0565055646245"
"25","Barra de Guabiraba","-8.42093503757972","-35.6628188858245"
"100","Barreiros","-8.81413799010684","-35.1990859873173"
"28","Belém de Maria","-8.62120191061729","-35.8399240901316"
"50","Belém do São Francisco","-8.75146278008585","-38.9615995649726"
"145","Belo Jardim","-8.33529543935829","-36.420035083018"
"17","Betânia","-8.26984078962667","-38.0387381366471"
"146","Bezerros","-8.2353595","-35.754487945878"
"77","Bodocó","-7.77934262699136","-39.9361631850394"
"70","Bom Conselho","-9.16338298488547","-36.679314385707"
"87","Bom Jardim","-7.79951218074002","-35.5871395022878"
"78","Bonito","-8.4722605","-35.7285279259275"
"24","Brejão","-9.02724915072048","-36.5646966592672"
"13","Brejinho","-7.3456712759663","-37.2873345539797"
"90","Brejo da Madre de Deus","-8.1489565","-36.3703914413319"
"26","Buenos Aires","-7.72437221003539","-35.3295704142006"
"89","Buíque","-8.62205904068231","-37.156988114845"
"79","Cabo de Santo Agostinho","-8.28986423029788","-35.0384889718131"
"65","Cabrobó","-8.51510548326908","-39.3098413379707"
"35","Cachoeirinha","-8.48683107303865","-36.2359914117891"
"60","Caetés","-8.77559484478882","-36.6248040076124"
"31","Calçado","-8.73837794373232","-36.3332880795364"
"18","Calumbi","-7.93842732667503","-38.1537459242791"
"262","Camaragibe","-8.0205217674976","-34.9957213563856"
"31","Camocim de São Félix","-8.36213804006225","-35.7651947265538"
"18","Camutanga","-7.40708241993906","-35.2827906438477"
"51","Canhotinho","-8.88387056215618","-36.193574878074"
"50","Capoeiras","-8.73614267974256","-36.6237980172928"
"47","Carnaíba","-7.80305821890566","-37.793398902551"
"12","Carnaubeira da Penha","-8.3206079646765","-38.7434219469465"
"150","Carpina","-7.84688671641731","-35.2580606059131"
"467","Caruaru","-8.285898","-35.9670733600535"
"34","Casinhas","-7.74320656791998","-35.7253231033555"
"65","Catende","-8.6703075","-35.7216666573487"
"27","Cedro","-7.71746923330341","-39.2371382153378"
"26","Chã de Alegria","-7.99790078017443","-35.213726736211"
"45","Chã Grande","-8.24011277651398","-35.464740812514"
"37","Condado","-7.589382255","-35.1041184906515"
"44","Correntes","-9.12866550151904","-36.3297018953137"
"25","Cortês","-8.4751512172918","-35.5415869000023"
"46","Cumaru","-8.01503244286428","-35.6946989631154"
"42","Cupira","-8.61128266016394","-35.9502573664167"
"81","Custódia","-8.089002","-37.6410965906668"
"38","Dormentes","-8.44865698651541","-40.7707358130966"
"139","Escada","-8.36252199","-35.2361574244476"
"81","Exu","-7.516307","-39.7227283392676"
"40","Feira Nova","-7.94872774216477","-35.390597986464"
"4","Fernando de Noronha","-3.85202140078181","-32.4351863280529"
"27","Ferreiros","-7.44549420525894","-35.2440702124351"
"54","Flores","-7.86171447493079","-37.9714561137782"
"62","Floresta","-8.6008265","-38.5712393419872"
"11","Frei Miguelinho","-7.94445824740132","-35.9231276419375"
"51","Gameleira","-8.58383577054337","-35.3866107834559"
"274","Garanhuns","-8.88890553","-36.4930502821005"
"64","Glória do Goitá","-7.99960847212724","-35.2923223922623"
"149","Goiana","-7.55923185486716","-34.9983762971528"
"17","Granito","-7.70925328234973","-39.6192863432021"
"170","Gravatá","-8.2059995","-35.5714923938373"
"43","Iati","-9.04570925087953","-36.8472759684337"
"67","Ibimirim","-8.53876220824973","-37.6900466896833"
"19","Ibirajuba","-8.5805349356059","-36.1804630923865"
"203","Igarassu","-7.82837199","-34.9105833875875"
"26","Iguaracy","-7.84477430130535","-37.5188211184962"
"28","Inajá","-8.90204607887598","-37.8244851112304"
"11","Ingazeira","-7.67779719451529","-37.4576704743563"
"104","Ipojuca","-8.3969865","-35.0634719379371"
"58","Ipubi","-7.6497045","-40.1502087501672"
"11","Itacuruba","-8.72451506478971","-38.6863416893123"
"69","Itaíba","-8.9400544003599","-37.4189484589274"
"52","Ilha de Itamaracá","-7.74657331766388","-34.823950567034"
"82","Itambé","-7.40926386","-35.1106273574317"
"36","Itapetim","-7.37842852842198","-37.1884393109605"
"44","Itapissuma","-7.77403476474653","-34.8892710487235"
"38","Itaquitinga","-7.66639360850229","-35.1026145695038"
"772","Jaboatão dos Guararapes","-8.16539146735745","-34.9211734672603"
"28","Jaqueira","-8.72796987804595","-35.7973952137599"
"35","Jataúba","-7.98725777724561","-36.4988285484163"
"21","Jatobá","-9.18506999252143","-38.2750376623843"
"69","João Alfredo","-7.86018872703986","-35.5915023689903"
"34","Joaquim Nabuco","-8.62689829945634","-35.5292418261614"
"26","Jucati","-8.70702896437458","-36.4903865236772"
"36","Jupi","-8.70609685279338","-36.4117337384655"
"31","Jurema","-8.7196671740285","-36.1359544906228"
"33","Lagoa do Carro","-7.84423249520262","-35.3126019234256"
"53","Lagoa de Itaenga","-7.93237817854014","-35.2928036525271"
"31","Lagoa do Ouro","-9.12417183792504","-36.4643169318296"
"31","Lagoa dos Gatos","-8.64925486457646","-35.9071210443245"
"50","Lagoa Grande","-8.995051485","-40.2707251264837"
"72","Lajedo","-8.66285686583942","-36.3214966175308"
"120","Limoeiro","-7.880198","-35.4552610509597"
"45","Macaparana","-7.55568069874714","-35.4498749786749"
"30","Machados","-7.68857248562588","-35.5141405623355"
"45","Manari","-8.960108144634","-37.626822945483"
"27","Maraial","-8.78307760133498","-35.8141175724592"
"30","Mirandiba","-8.12024380215452","-38.7345645822767"
"93","Moreno","-8.11869453","-35.0948690998839"
"75","Nazaré da Mata","-7.737688","-35.2213386961744"
"384","Olinda","-7.99266007532292","-34.8613103898235"
"55","Orobó","-7.73789513366546","-35.6029820966855"
"27","Orocó","-8.61794564613774","-39.5952457761053"
"122","Ouricuri","-7.883151975","-40.0814625767368"
"118","Palmares","-8.6790825","-35.5883359937581"
"26","Palmeirina","-9.00168328514324","-36.3273109987233"
"52","Panelas","-8.66724228497482","-36.0015757987346"
"31","Paranatama","-8.92014533800005","-36.6584292680601"
"47","Parnamirim","-8.09013832716909","-39.5757868229726"
"63","Passira","-7.97888394183413","-35.5816849952226"
"95","Paudalho","-7.897135005","-35.1791510623855"
"584","Paulista","-7.943188","-34.8847916197368"
"47","Pedra","-8.4984765","-36.9427981488871"
"113","Pesqueira","-8.35545610783496","-36.6955147218979"
"64","Petrolândia","-8.97734346438332","-38.2207335453001"
"372","Petrolina","-9.397375515","-40.4999993346522"
"26","Poção","-8.18622700894123","-36.7058798977192"
"41","Pombos","-8.14435986002865","-35.3961953582275"
"25","Primavera","-8.33137608611827","-35.3539433948819"
"59","Quipapá","-8.82788502205398","-36.0119895299569"
"17","Quixaba","-7.71812641014088","-37.8464456195457"
"1878","Recife","-8.06276248305241","-34.8889419445777"
"36","Riacho das Almas","-8.12703278058797","-35.8608749474581"
"96","Ribeirão","-8.51111604","-35.3761308237038"
"42","Rio Formoso","-8.66217108532584","-35.155432817216"
"33","Sairé","-8.32761353933924","-35.7102477662866"
"15","Salgadinho","-7.93948374141724","-35.6380612404985"
"130","Salgueiro","-8.07067752213416","-39.120850981104"
"38","Saloá","-8.97599548086787","-36.6927291741698"
"30","Sanharó","-8.36296196892338","-36.5625071953832"
"33","Santa Cruz","-8.23796111841332","-40.3376876555693"
"30","Santa Cruz da Baixa Verde","-7.82146968232143","-38.1531381817594"
"149","Santa Cruz do Capibaribe","-7.9551895","-36.2039500171457"
"28","Santa Filomena","-8.16051116726482","-40.615775185024"
"103","Santa Maria da Boa Vista","-8.8041265","-39.8242357254967"
"30","Santa Maria do Cambucá","-7.83181342623099","-35.8852433390024"
"21","Santa Terezinha","-7.37035573926697","-37.4800327232567"
"17","São Benedito do Sul","-8.81043823419498","-35.9311226193514"
"68","São Bento do Una","-8.51986752058347","-36.4462983615963"
"60","São Caitano","-8.3273605","-36.1373597958186"
"50","São João","-8.87755937542735","-36.3682530765329"
"42","São Joaquim do Monte","-8.4321515","-35.8094911721096"
"33","São José da Coroa Grande","-8.89419513072977","-35.1457070847085"
"74","São José do Belmonte","-7.86174005472195","-38.7594537800097"
"79","São José do Egito","-7.47402518326653","-37.2750721852438"
"87","São Lourenço da Mata","-7.995938","-35.041277539321"
"41","São Vicente Ferrer","-7.59221273256536","-35.4901218808857"
"160","Serra Talhada","-7.98799752","-38.2963149474727"
"36","Serrita","-7.95434039807981","-39.2926231743621"
"77","Sertânia","-8.07245","-37.2673901012878"
"90","Sirinhaém","-8.5933695","-35.1164053546685"
"29","Moreilândia","-7.62998268812021","-39.5537537310788"
"15","Solidão","-7.60212568424899","-37.6474702370334"
"116","Surubim","-7.83515705731727","-35.7567841034417"
"67","Tabira","-7.59113651302262","-37.5402657741875"
"29","Tacaimbó","-8.31561072482585","-36.2904043048255"
"53","Tacaratu","-9.10569964429411","-38.1534611596796"
"44","Tamandaré","-8.70468927853918","-35.0906465455374"
"38","Taquaritinga do Norte","-7.90215982578206","-36.0433376713092"
"15","Terezinha","-9.0577780594961","-36.6214759481747"
"21","Terra Nova","-8.2303579786437","-39.37442183786"
"112","Timbaúba","-7.51174567401951","-35.3187721210384"
"63","Toritama","-8.00665027093914","-36.0568434929956"
"29","Tracunhaém","-7.80268861266726","-35.2379228139922"
"47","Trindade","-7.761794625749","-40.2655906092822"
"35","Triunfo","-7.83087635877054","-38.1070603447143"
"41","Tupanatinga","-8.7515816593182","-37.3402334718006"
"20","Tuparetama","-7.59875946480798","-37.3111818112638"
"42","Venturosa","-8.57652690116664","-36.8783720838698"
"23","Verdejante","-7.9328837046219","-38.9742826042683"
"22","Vertente do Lério","-7.77481945530466","-35.8530027396954"
"45","Vertentes","-7.90574260349677","-35.989305931"
"66","Vicência","-7.6529595","-35.320300689316"
"202","Vitória de Santo Antão","-8.118748","-35.2938642410814"
"31","Xexéu","-8.80331340552882","-35.6242353157547"
"50","Água Branca","-9.26702549705051","-37.940715175965"
"44","Anadia","-9.68408378505047","-36.3008135714461"
"431","Arapiraca","-9.7559070107047","-36.6572965062872"
"112","Atalaia","-9.50138674650017","-36.0214273162625"
"36","Barra de Santo Antônio","-9.40927810936494","-35.5002980957816"
"15","Barra de São Miguel","-9.83899825174924","-35.9074498726289"
"40","Batalha","-9.67459302797037","-37.1270918944836"
"15","Belém","-9.56864823133606","-36.4944979894058"
"17","Belo Monte","-9.82698885476657","-37.2784386581653"
"65","Boca da Mata","-9.64514456727259","-36.2117249001431"
"30","Branquinha","-9.24658310830328","-36.0200335331731"
"23","Cacimbinhas","-9.40516275105815","-36.9968696260236"
"46","Cajueiro","-9.38966057508941","-36.1563785914086"
"17","Campestre","-8.84837535315291","-35.5667177264544"
"90","Campo Alegre","-9.78341603898408","-36.352434752197"
"27","Campo Grande","-9.95692260332018","-36.7908400521347"
"46","Canapi","-9.11738029758643","-37.6056471506351"
"47","Capela","-9.41293155552209","-36.0750084923936"
"21","Carneiros","-9.48067972087814","-37.3747504206164"
"19","Chã Preta","-9.26142245940565","-36.2993814518778"
"24","Coité do Nóia","-9.63848727077992","-36.5796842002284"
"47","Colônia Leopoldina","-8.91268826995015","-35.7197808593936"
"12","Coqueiro Seco","-9.63755427096993","-35.795363001733"
"109","Coruripe","-10.1265472503748","-36.1760783105118"
"57","Craíbas","-9.61993379738632","-36.7723914019128"
"118","Delmiro Gouveia","-9.38457444694074","-37.9992334861769"
"29","Dois Riachos","-9.38567081154627","-37.0898496479493"
"43","Estrela de Alagoas","-9.38740530657934","-36.7583331109668"
"47","Feira Grande","-9.90043719889156","-36.6776855005338"
"11","Feliz Deserto","-10.2923806198663","-36.3071875176995"
"30","Flexeiras","-9.27323546004541","-35.7243716385672"
"87","Girau do Ponciano","-9.8873641521582","-36.8303139029901"
"40","Ibateguara","-8.97698521760536","-35.9311844564205"
"64","Igaci","-9.53368865946464","-36.62815971645"
"56","Igreja Nova","-10.1292988371728","-36.653345012518"
"47","Inhapi","-9.22389877333184","-37.7526365210459"
"16","Jacaré dos Homens","-9.63665882831559","-37.2078334090177"
"18","Jacuípe","-8.84030050756405","-35.4609975081236"
"17","Japaratinga","-9.08897435434458","-35.2586583540313"
"14","Jaramataia","-9.65835193876391","-37.0035959132308"
"32","Jequiá da Praia","-10.0095918935695","-36.0273340429838"
"52","Joaquim Gomes","-9.13597914629409","-35.749030258912"
"12","Jundiá","-8.93887675416228","-35.5555972975355"
"63","Junqueiro","-9.93161038974245","-36.4715218222232"
"38","Lagoa da Canoa","-9.83087565650446","-36.7357892600018"
"68","Limoeiro de Anadia","-9.73861316781449","-36.5038970865"
"476","Maceió","-9.66082215163114","-35.7016299134895"
"44","Major Isidoro","-9.52664406793994","-36.9847996142241"
"63","Maragogi","-9.0154564858241","-35.2230154091319"
"28","Maravilha","-9.23399706335313","-37.3566354220481"
"104","Marechal Deodoro","-9.73915570244381","-35.8930686988452"
"33","Maribondo","-9.57724995600836","-36.3066028985381"
"10","Mar Vermelho","-9.44777264348943","-36.3850400240272"
"61","Mata Grande","-9.11480625764181","-37.7252240648916"
"59","Matriz de Camaragibe","-9.15852582474625","-35.533554829803"
"38","Messias","-9.39181222510958","-35.840378300501"
"13","Minador do Negrão","-9.30368326063751","-36.864915772472"
"14","Monteirópolis","-9.60232753886743","-37.245272098947"
"68","Murici","-9.31630114434685","-35.947555585677"
"31","Novo Lino","-8.94315880807644","-35.6609637180966"
"46","Olho d'Água das Flores","-9.53360127527465","-37.2978907897967"
"22","Olho d'Água do Casado","-9.50144626528801","-37.8362428164813"
"13","Olho d'Água Grande","-10.0584949600009","-36.8067459676714"
"27","Olivença","-9.51945648335504","-37.1908187180627"
"27","Ouro Branco","-9.163415364026","-37.3544437290231"
"10","Palestina","-9.67309718564913","-37.331136450504"
"168","Palmeira dos Índios","-9.40615879842009","-36.6309840973114"
"60","Pão de Açúcar","-9.74704185025693","-37.435138856573"
"26","Pariconha","-9.25788438518493","-38.0098260716315"
"24","Paripueira","-9.46631347833535","-35.5591051843043"
"37","Passo de Camaragibe","-9.24484665799731","-35.4912752632186"
"21","Paulo Jacinto","-9.3733643824119","-36.3727420945597"
"139","Penedo","-10.2961102979023","-36.5804602140903"
"40","Piaçabuçu","-10.4073624263406","-36.4343520081112"
"84","Pilar","-9.60689429266683","-35.9485175199678"
"8","Pindoba","-9.47621079980144","-36.2865406443458"
"60","Piranhas","-9.62355920030327","-37.7503929130592"
"34","Poço das Trincheiras","-9.30291365540456","-37.2792980528473"
"60","Porto Calvo","-9.05244831413658","-35.3983344556037"
"26","Porto de Pedras","-9.15608616311578","-35.2970152177328"
"46","Porto Real do Colégio","-10.173732564191","-36.8246292915239"
"32","Quebrangulo","-9.3235470553658","-36.4772220766618"
"111","Rio Largo","-9.48615760833584","-35.8524223085924"
"17","Roteiro","-9.83218949018835","-35.9812102213933"
"17","Santa Luzia do Norte","-9.59676774166948","-35.8234877698639"
"108","Santana do Ipanema","-9.37228436274039","-37.2454070203705"
"28","Santana do Mundaú","-9.16503322076223","-36.2252341170425"
"17","São Brás","-10.1203099965728","-36.8989486552451"
"57","São José da Laje","-9.01106588188022","-36.0573877321467"
"78","São José da Tapera","-9.54939574043675","-37.3837077656992"
"73","São Luís do Quitunde","-9.31411736924134","-35.5654908365835"
"101","São Miguel dos Campos","-9.77993457613103","-36.0942642743776"
"19","São Miguel dos Milagres","-9.26718629500207","-35.3691193336324"
"81","São Sebastião","-9.93165738892367","-36.5510919020052"
"36","Satuba","-9.56942786775772","-35.8285402270771"
"33","Senador Rui Palmeira","-9.46339144898312","-37.4536462478126"
"16","Tanque d'Arca","-9.53196244231297","-36.4367415959431"
"47","Taquarana","-9.64232010538379","-36.4967676919618"
"104","Teotônio Vilela","-9.90749788301097","-36.3555631422205"
"65","Traipu","-9.9710593820065","-37.0060056722452"
"139","União dos Palmares","-9.159524116522","-36.0331428428074"
"68","Viçosa","-9.37705435448975","-36.2483932029197"
"6","Amparo de São Francisco","-10.1339710339015","-36.927483689181"
"23","Aquidabã","-10.2925180922231","-37.0221808560785"
"687","Aracaju","-10.9072157978835","-37.0482126395122"
"22","Arauá","-11.2645047798951","-37.6123374340696"
"42","Areia Branca","-10.758192250822","-37.3133626004441"
"50","Barra dos Coqueiros","-10.9067992470842","-37.0412415492828"
"60","Boquim","-11.1463916303607","-37.6235734779508"
"4","Brejo Grande","-10.418943310634","-36.4718202439579"
"35","Campo do Brito","-10.7433351538523","-37.4963563345164"
"9","Canhoba","-10.138743655691","-36.973844975407"
"45","Canindé de São Francisco","-9.65410406729849","-37.7879637221177"
"64","Capela","-10.5060996319003","-37.0548329945789"
"49","Carira","-10.3580170968976","-37.7019192069375"
"28","Carmópolis","-10.6468185839523","-36.9908161851827"
"13","Cedro de São João","-10.2477649415004","-36.8840359528515"
"41","Cristinápolis","-11.4735577970762","-37.754659635068"
"9","Cumbe","-10.3570250323237","-37.1878992756552"
"10","Divina Pastora","-10.6773757001803","-37.1493449602392"
"133","Estância","-11.267948649303","-37.4400108537292"
"13","Feira Nova","-10.2705325209233","-37.3161177206926"
"31","Frei Paulo","-10.5400847468846","-37.5418762486803"
"28","Gararu","-9.96735146791994","-37.0843724853204"
"5","General Maynard","-10.6865298123961","-36.9879844294671"
"14","Gracho Cardoso","-10.2261996604122","-37.196054632255"
"20","Ilha das Flores","-10.4342758298819","-36.538635240922"
"34","Indiaroba","-11.5185072682496","-37.5150947928792"
"184","Itabaiana","-10.6857160383187","-37.4268609403324"
"90","Itabaianinha","-11.2767854368944","-37.7874111399081"
"12","Itabi","-10.123489592239","-37.0996499528057"
"67","Itaporanga d'Ajuda","-10.9967327673046","-37.3078269330688"
"18","Japaratuba","-10.5894668148048","-36.9417863037613"
"37","Japoatã","-10.3465099141957","-36.8007564643613"
"195","Lagarto","-10.9153009698622","-37.666353409722"
"57","Laranjeiras","-10.7970295089519","-37.1605681986739"
"15","Macambira","-10.6641499737984","-37.543445391339"
"9","Malhada dos Bois","-10.3464515201382","-36.9189022040157"
"25","Malhador","-10.6600442408643","-37.3114599440126"
"38","Maruim","-10.7369324035674","-37.0833143406492"
"26","Moita Bonita","-10.5790438595404","-37.3457494006631"
"30","Monte Alegre de Sergipe","-10.025861627368","-37.5614258472908"
"18","Muribeca","-10.4274274735498","-36.9570014375569"
"50","Neópolis","-10.3158782272668","-36.5767181793652"
"21","Nossa Senhora Aparecida","-10.3946514574101","-37.4544385459973"
"77","Nossa Senhora da Glória","-10.215686849106","-37.4199214592677"
"62","Nossa Senhora das Dores","-10.4920543730734","-37.1937112099255"
"16","Nossa Senhora de Lourdes","-10.0786160367074","-37.0504728834465"
"302","Nossa Senhora do Socorro","-10.8487541757333","-37.1284961300464"
"25","Pacatuba","-10.4498997629294","-36.6479863948283"
"7","Pedra Mole","-10.6181191604186","-37.6860272130241"
"20","Pedrinhas","-11.1935033961178","-37.6811281603891"
"15","Pinhão","-10.5666899531531","-37.7221107205356"
"21","Pirambu","-10.7410561554894","-36.8597462116876"
"74","Poço Redondo","-9.80579020827372","-37.6842137118049"
"41","Poço Verde","-10.7075986488522","-38.1766582213158"
"64","Porto da Folha","-9.91925887236146","-37.2766348494805"
"63","Propriá","-10.2082073153137","-36.8420993590988"
"34","Riachão do Dantas","-11.0664022904367","-37.7293412249827"
"23","Riachuelo","-10.7316512984525","-37.1934568325855"
"39","Ribeirópolis","-10.5451904693215","-37.4329390298824"
"23","Rosário do Catete","-10.6945899789945","-37.0313228648729"
"35","Salgado","-11.0221187749041","-37.4777553588879"
"39","Santa Luzia do Itanhy","-11.3533173973413","-37.4498421802076"
"17","Santana do São Francisco","-10.2876719724288","-36.5995793479956"
"9","Santa Rosa de Lima","-10.6462336647079","-37.1977318456227"
"29","Santo Amaro das Brotas","-10.7820113826257","-37.0563110976557"
"147","São Cristóvão","-11.0136768571471","-37.2094987839423"
"26","São Domingos","-10.7923257834115","-37.5684292045339"
"7","São Francisco","-10.3464864526782","-36.8862396608894"
"9","São Miguel do Aleixo","-10.3877721948222","-37.3839764494164"
"101","Simão Dias","-10.7380617976536","-37.8094305822503"
"20","Siriri","-10.6050355731006","-37.1122253407609"
"7","Telha","-10.209173223682","-36.8838500415646"
"108","Tobias Barreto","-11.1843298680994","-37.9990006951017"
"33","Tomar do Geru","-11.3680522747437","-37.8453707752723"
"44","Umbaúba","-11.3798724696847","-37.6611466730617"
"23","Abaíra","-13.2535318932762","-41.661608480236"
"43","Abaré","-8.72341824568634","-39.1165879396428"
"33","Acajutiba","-11.6626128300483","-38.0182863705796"
"35","Adustina","-10.5295715700202","-38.1155058347825"
"34","Água Fria","-11.872930997579","-38.7680777950043"
"25","Érico Cardoso","-13.4223477953016","-42.1361637333109"
"12","Aiquara","-14.1272774885542","-39.8857780091228"
"213","Alagoinhas","-12.1341825924055","-38.4226157693395"
"58","Alcobaça","-17.5189333438062","-39.1942143206578"
"15","Almadina","-14.7060477475217","-39.6359031752447"
"83","Amargosa","-13.034451362197","-39.5981225034895"
"56","Amélia Rodrigues","-12.4001884013071","-38.7555569164417"
"22","América Dourada","-11.4496458647759","-41.4371632791237"
"57","Anagé","-14.6113255924937","-41.1271131685047"
"39","Andaraí","-12.801350646024","-41.3246418039988"
"36","Andorinha","-10.3442400415345","-39.8323357010101"
"36","Angical","-12.0066827725325","-44.6958234827073"
"24","Anguera","-12.1495870700754","-39.2484989182822"
"28","Antas","-10.4127021692653","-38.3310416783347"
"27","Antônio Cardoso","-12.4348389094768","-39.1186615354614"
"21","Antônio Gonçalves","-10.5757977912944","-40.2756586985804"
"46","Aporá","-11.6553942918973","-38.0799953494517"
"18","Apuarema","-13.853228848819","-39.7421321165047"
"40","Aracatu","-14.4266302419956","-41.4616853206574"
"27","Araças","-12.215199667549","-38.1982880171949"
"102","Araci","-11.3357278753122","-38.9609581594029"
"26","Aramari","-12.0881829783086","-38.5030663542087"
"27","Arataca","-15.2608729973509","-39.4132815657126"
"22","Aratuípe","-13.0805965410127","-39.0029108659812"
"44","Aurelino Leal","-14.3169494479569","-39.3219966377058"
"35","Baianópolis","-12.3041247007939","-44.5360980467187"
"46","Baixa Grande","-11.9593574889724","-40.1668609095132"
"24","Banzaê","-10.5740919358197","-38.6118696305729"
"99","Barra","-11.0889548205462","-43.1436385524586"
"65","Barra da Estiva","-13.6202045630406","-41.3316958704895"
"99","Barra do Choça","-14.864273042783","-40.5763729895987"
"37","Barra do Mendes","-11.8088282812611","-42.0591284156826"
"10","Barra do Rocha","-14.210029248501","-39.601386089866"
"244","Barreiras","-12.1449248883906","-45.0041684370285"
"29","Barro Alto","-11.7610639229593","-41.9120960647526"
"32","Barrocas","-11.5291128520782","-39.0786688809182"
"16","Barro Preto","-14.8097543871027","-39.4733346713801"
"35","Belmonte","-15.8613964917868","-38.8803032385601"
"38","Belo Campo","-15.0334961972012","-41.2600334790203"
"37","Biritinga","-11.6201102629816","-38.8121589228975"
"46","Boa Nova","-14.3626079430408","-40.2005218938254"
"35","Boa Vista do Tupim","-12.6613221925482","-40.6057428240473"
"163","Bom Jesus da Lapa","-13.2541143730901","-43.417141642139"
"24","Bom Jesus da Serra","-14.3729222943841","-40.501176329753"
"34","Boninal","-12.7151207923139","-41.8243284848072"
"37","Bonito","-11.9695725020911","-41.2684027881505"
"48","Boquira","-12.8208228300175","-42.7301154012176"
"30","Botuporã","-13.3808662136783","-42.5292775589668"
"40","Brejões","-13.105536483186","-39.7934915926573"
"16","Brejolândia","-12.486693342119","-43.9656645942921"
"30","Brotas de Macaúbas","-12.0026355373041","-42.6246912893431"
"110","Brumado","-14.2054382406597","-41.6670695036664"
"45","Buerarema","-14.9564408366045","-39.302519605787"
"35","Buritirama","-10.7117914663194","-43.6313808982397"
"34","Caatiba","-14.9785506351839","-40.4102724753438"
"36","Cabaceiras do Paraguaçu","-12.5371357853541","-39.1867130922404"
"70","Cachoeira","-12.5962107984626","-38.9693980689823"
"42","Caculé","-14.5042061971359","-42.2214140996087"
"29","Caém","-11.0930915174845","-40.4373119407154"
"34","Caetanos","-14.3385629673677","-40.9092896392257"
"108","Caetité","-14.0667543191246","-42.4857114474597"
"37","Cafarnaum","-11.6913562190577","-41.4722215133285"
"23","Cairu","-13.4876034013497","-39.0432543550852"
"20","Caldeirão Grande","-11.0221557768895","-40.307370359496"
"70","Camacan","-15.4176268518309","-39.4963673314917"
"182","Camaçari","-12.69881676","-38.3257400620652"
"74","Camamu","-13.9470763405896","-39.1005697174881"
"43","Campo Alegre de Lourdes","-9.51715411399993","-43.0122984390904"
"156","Campo Formoso","-10.5056615545438","-40.3188209870999"
"28","Canápolis","-13.0759114976724","-44.2050289853753"
"48","Canarana","-11.6875833139667","-41.7654922319867"
"84","Canavieiras","-15.6797774765314","-38.9473758746396"
"23","Candeal","-11.8049702300289","-39.1237184954764"
"76","Candeias","-12.6719227052682","-38.5435962675254"
"28","Candiba","-14.4131865031094","-42.8644023352399"
"72","Cândido Sales","-15.5060663507902","-41.2411175945831"
"64","Cansanção","-10.6667499148657","-39.4966050064607"
"30","Canudos","-9.8906729609418","-39.024071242689"
"31","Capela do Alto Alegre","-11.6700816433261","-39.8353553091028"
"67","Capim Grosso","-11.3815744576448","-40.0110006117174"
"35","Caraíbas","-14.72206949374","-41.2654313236692"
"9","Caravelas","-17.7333705274895","-39.2533822213722"
"22","Cardeal da Silva","-11.9407674063606","-37.9454765829698"
"67","Carinhanha","-14.3020069035503","-43.7617772009391"
"150","Casa Nova","-9.17859457408862","-40.9757969268709"
